BioSample,Location,Isolation source,Isolate,Collection date,MLST,SNP cluster,tdh,trh,Toxigenic
SAMN16783070,"China:Guangdong, Shenzhen",stool sample,PDT000952731.1,2009,3,PDS000112564.72,87.37,.,yes
SAMN16783071,"China:Guangdong, Shenzhen",stool sample,PDT000952732.1,2009,332,PDS000080502.5,87.37,.,yes
SAMN16783069,"China:Guangdong, Shenzhen",,PDT000952733.1,2012,3,PDS000112564.72,87.37,.,yes
SAMN16783068,"China:Guangdong, Shenzhen",stool sample,PDT000952734.1,2009,332,PDS000112528.2,87.37,.,yes
SAMN16783067,"China:Guangdong, Shenzhen",stool sample,PDT000952735.1,2009,332,PDS000112528.2,87.37,.,yes
SAMN16783066,"China:Guangdong, Shenzhen",stool sample,PDT000952736.1,2009,3,PDS000112564.72,87.37,.,yes
SAMN16783065,"China:Guangdong, Shenzhen",,PDT000952737.1,2012,3,PDS000080609.4,87.37,.,yes
SAMN16783064,"China:Guangdong, Shenzhen",stool sample,PDT000952738.1,2009,3,PDS000112564.72,87.37,.,yes
SAMN16783062,"China:Guangdong, Shenzhen",stool sample,PDT000952739.1,2008,3,PDS000112564.72,87.37,.,yes
SAMN16783063,"China:Guangdong, Shenzhen",stool sample,PDT000952740.1,2009,3,PDS000112564.72,87.37,.,yes
SAMN16783061,"China:Guangdong, Shenzhen",stool sample,PDT000952741.1,2008,332,PDS000080502.5,87.37,.,yes
SAMN16783060,"China:Guangdong, Shenzhen",stool sample,PDT000952742.1,2008,3,PDS000112564.72,87.37,.,yes
SAMN16783059,"China:Guangdong, Shenzhen",stool sample,PDT000952743.1,2008,332,PDS000080502.5,87.37,.,yes
SAMN16783058,"China:Guangdong, Shenzhen",stool sample,PDT000952744.1,2008,332,PDS000080502.5,87.37,.,yes
SAMN16783057,"China:Guangdong, Shenzhen",anal swabs,PDT000952745.1,2008,3,PDS000112564.72,87.37,.,yes
SAMN16783056,"China:Guangdong, Shenzhen",anal swabs,PDT000952746.1,2008,#N/A,PDS000080607.4,87.37,.,yes
SAMN16783055,"China:Guangdong, Shenzhen",anal swabs,PDT000952747.1,2008,#N/A,PDS000080607.4,87.37,.,yes
SAMN16783054,"China:Guangdong, Shenzhen",anal swabs,PDT000952748.1,2008,3,PDS000112564.72,87.37,.,yes
SAMN16783052,"China:Guangdong, Shenzhen",stool sample,PDT000952750.1,2010,3,PDS000112564.72,87.37,.,yes
SAMN16783053,"China:Guangdong, Shenzhen",anal swabs,PDT000952751.1,2008,3,PDS000112564.72,87.37,.,yes
SAMN16783049,"China:Guangdong, Shenzhen",stool sample,PDT000952752.1,2010,3,PDS000112564.72,87.37,.,yes
SAMN16783048,"China:Guangdong, Shenzhen",stool sample,PDT000952754.1,2010,3,PDS000112564.72,87.37,.,yes
SAMN16783047,"China:Guangdong, Shenzhen",stool sample,PDT000952756.1,2009,3,PDS000112564.72,87.37,.,yes
SAMN16783046,"China:Guangdong, Shenzhen",stool sample,PDT000952757.1,2009,3,PDS000112564.72,87.37,.,yes
SAMN16783044,"China:Guangdong, Shenzhen",stool sample,PDT000952758.1,2009,3,PDS000112564.72,87.37,.,yes
SAMN16783042,"China:Guangdong, Shenzhen",anal swabs,PDT000952759.1,2008,478,PDS000080597.3,87.37,.,yes
SAMN16783043,"China:Guangdong, Shenzhen",anal swabs,PDT000952760.1,2008,478,PDS000080597.3,87.37,.,yes
SAMN16783041,"China:Guangdong, Shenzhen",anal swabs,PDT000952761.1,2008,478,PDS000080597.3,87.37,.,yes
SAMN16783039,"China:Guangdong, Shenzhen",anal swabs,PDT000952762.1,2008,478,PDS000080597.3,87.37,.,yes
SAMN16783038,"China:Guangdong, Shenzhen",anal swabs,PDT000952763.1,2008,478,PDS000080597.3,87.37,.,yes
SAMN16783040,"China:Guangdong, Shenzhen",anal swabs,PDT000952764.1,2008,478,PDS000080597.3,87.37,.,yes
SAMN16783037,"China:Guangdong, Shenzhen",anal swabs,PDT000952765.1,2008,478,PDS000080597.3,87.37,.,yes
SAMN16783035,"China:Guangdong, Shenzhen",stool sample,PDT000952766.1,2012,3,PDS000112564.72,87.37,.,yes
SAMN16783036,"China:Guangdong, Shenzhen",,PDT000952767.1,2011,3,PDS000112564.72,87.37,.,yes
SAMN16783034,"China:Guangdong, Shenzhen",stool sample,PDT000952768.1,2010,17,PDS000112476.2,87.37,.,yes
SAMN16783032,"China:Guangdong, Shenzhen",anal swabs,PDT000952770.1,2007,17,PDS000080604.2,87.37,.,yes
SAMN16783030,"China:Guangdong, Shenzhen",stool sample,PDT000952771.1,2007,3,PDS000112564.72,87.37,.,yes
SAMN16783031,"China:Guangdong, Shenzhen",,PDT000952772.1,2007,17,PDS000080604.2,87.37,.,yes
SAMN16783029,"China:Guangdong, Shenzhen",stool sample,PDT000952773.1,2007,3,PDS000112564.72,87.37,.,yes
SAMN16783027,"China:Guangdong, Shenzhen",,PDT000952774.1,2011,3,PDS000112564.72,87.37,.,yes
SAMN16783028,"China:Guangdong, Shenzhen",stool sample,PDT000952775.1,2010,3,PDS000112564.72,87.37,.,yes
SAMN16783026,"China:Guangdong, Shenzhen",stool sample,PDT000952776.1,2010,3,PDS000112564.72,87.37,.,yes
SAMN16783025,"China:Guangdong, Shenzhen",stool sample,PDT000952777.1,2010,3,PDS000112564.72,87.37,.,yes
SAMN16783023,"China:Guangdong, Shenzhen",stool sample,PDT000952778.1,2009,3,PDS000112564.72,87.37,.,yes
SAMN16783022,"China:Guangdong, Shenzhen",stool sample,PDT000952780.1,2009,3,PDS000112564.72,87.37,.,yes
SAMN16783021,"China:Guangdong, Shenzhen",stool sample,PDT000952781.1,2009,3,PDS000080606.2,87.37,.,yes
SAMN16783019,"China:Guangdong, Shenzhen",stool sample,PDT000952782.1,2009,3,PDS000112564.72,87.37,.,yes
SAMN16783020,"China:Guangdong, Shenzhen",stool sample,PDT000952783.1,2009,3,PDS000080606.2,87.37,.,yes
SAMN16783018,"China:Guangdong, Shenzhen",stool sample,PDT000952784.1,2009,3,PDS000112564.72,87.37,.,yes
SAMN16783016,"China:Guangdong, Shenzhen",stool sample,PDT000952785.1,2009,3,PDS000112564.72,87.37,.,yes
SAMN16783017,"China:Guangdong, Shenzhen",stool sample,PDT000952786.1,2009,3,PDS000112564.72,87.37,.,yes
SAMN16783014,"China:Guangdong, Shenzhen",,PDT000952787.1,2009,224,PDS000080603.2,87.37,.,yes
SAMN16783015,"China:Guangdong, Shenzhen",stool sample,PDT000952788.1,2009,3,PDS000112564.72,87.37,.,yes
SAMN16783013,"China:Guangdong, Shenzhen",stool sample,PDT000952789.1,2009,3,PDS000112564.72,87.37,.,yes
SAMN16783012,"China:Guangdong, Shenzhen",stool sample,PDT000952790.1,2009,3,PDS000112564.72,87.37,.,yes
SAMN16783009,"China:Guangdong, Shenzhen",stool sample,PDT000952792.1,2009,17,PDS000115795.1,87.37,.,yes
SAMN16783007,"China:Guangdong, Shenzhen",stool sample,PDT000952794.1,2008,3,PDS000112564.72,87.37,.,yes
SAMN16783001,"China:Guangdong, Shenzhen",stool sample,PDT000952801.1,2007,3,PDS000112564.72,87.37,.,yes
SAMN29722567,China:Guangzhou,feces,PDT001365689.1,16/6/2020,3,PDS000112564.72,87.37,.,yes
SAMN29856468,China:Guangzhou,feces,PDT001376415.1,23/10/2021,3,PDS000112564.72,87.37,.,yes
SAMN16560724,USA: Quilcene Bay Municipal Park,plankton,PDT001531714.1,12/8/2007,3,PDS000112564.72,87.37,.,yes
SAMN07830308,USA,,PDT000258523.2,,36,PDS000007553.295,87.72,100,yes double
SAMN40218055,USA,,PDT002094802.1,2022,36,PDS000007553.295,88.25,100,yes double
SAMN41518049,China:Huzhou,patient,PDT002187590.1,2021,3,PDS000112564.72,88.6,.,yes
SAMN09917445,USA,,PDT000367542.1,,36,PDS000007553.295,90,100,yes double
SAMN21531131,USA,,PDT001134536.1,2021,36,PDS000007553.295,90.18,100,yes double
SAMN18543794,Peru:Lima,clinical,PDT001238233.1,2003,64,,90.53,100,yes double
SAMN16489455,USA,,PDT000864007.1,,36,PDS000007553.295,90.7,100,yes double
SAMN31111550,USA,,PDT001438933.1,2022,636,PDS000007550.14,91.23,100,yes double
SAMN20329554,USA,,PDT001093356.1,2021,631,PDS000007545.133,91.58,100,yes double
SAMN37657476,USA,,PDT001912267.1,2023,36,PDS000007553.295,92.11,100,yes double
SAMN22183818,USA,,PDT001147884.1,2020,36,PDS000007553.295,92.81,100,yes double
SAMN05578023,,,PDT000648378.1,2015,36,PDS000007553.295,92.98,100,yes double
SAMN07830311,USA,,PDT000258524.2,,2560,PDS000096158.2,92.98,100,yes double
SAMN12333865,USA,,PDT000547023.1,,36,PDS000007553.295,92.98,100,yes double
SAMN16392372,USA,,PDT000856971.1,,36,PDS000007553.295,92.98,100,yes double
SAMN22183817,USA,,PDT001147887.1,2020,36,PDS000007553.295,92.98,100,yes double
SAMN24103581,USA,,PDT001203531.1,2021,36,PDS000007553.295,92.98,100,yes double
SAMN30078451,USA,,PDT001376526.1,2022,631,PDS000007545.133,92.98,100,yes double
SAMN30078541,USA,,PDT001376535.1,2022,36,PDS000007553.295,92.98,100,yes double
SAMN09488306,USA,,PDT000336779.1,,3,PDS000112564.72,92.98,.,yes
SAMN11547088,China: Hangzhou,stool,PDT000621149.1,2018,332,,92.98,.,yes
SAMN30287826,USA,,PDT001387424.1,2022,631,PDS000007545.133,93.68,100,yes double
SAMN09787690,USA,,PDT000360382.1,,36,PDS000007553.295,94.04,100,yes double
SAMN21974754,USA,,PDT001143960.1,2021,750,PDS000009432.13,94.21,99.82,yes double
SAMN21855653,USA,,PDT001140538.1,2021,43,PDS000007548.68,94.91,100,yes double
SAMN11547079,China: Hangzhou,stool,PDT000621155.1,2017,2516,,94.91,.,yes
SAMN11547059,China: Hangzhou,stool,PDT000621176.1,2017,1844,,96.14,.,yes
SAMN31607019,USA,,PDT001476311.1,2022,631,PDS000007545.133,97.37,100,yes double
SAMN11547078,China: Hangzhou,stool,PDT000621156.1,2017,2516,PDS000112534.14,97.37,.,yes
SAMN08182975,USA,,PDT000272983.2,,43,PDS000007548.68,98.07,100,yes double
SAMN20432052,USA,,PDT001097255.1,2021,631,PDS000007545.133,98.07,100,yes double
SAMN20804969,Colombia: Cordoba,stool,PDT001251470.1,30/7/2018,3,PDS000112564.72,98.07,.,yes
SAMN16560723,USA: Duckabush,water,PDT001531717.1,12/8/2007,3,PDS000112564.72,98.07,.,yes
SAMN11547070,China: Hangzhou,stool,PDT000621165.1,2017,2516,,98.6,.,yes
SAMN10077887,USA,,PDT000379264.1,,36,PDS000007553.295,98.95,100,yes double
SAMN40218053,USA,,PDT002094799.1,2022,43,PDS000007548.68,100,94.91,yes double
SAMN21974753,USA,,PDT001143969.1,2021,199,PDS000016126.23,100,96.14,yes double
SAMN31323319,USA,,PDT001455498.1,2022,23,,100,97.54,yes double
SAMN06076976,USA,Not Provided,PDT000168012.2,2000,46,,100,99.65,yes double
SAMN02368226,USA:LA,oyster,PDT000149052.1,2007-03,32,PDS000007897.8,100,99.82,yes double
SAMN02368228,USA:FL,oyster,PDT000149059.1,2007-04,34,,100,99.82,yes double
SAMN02368231,USA:NJ,oyster,PDT000149058.1,2007-06,32,PDS000007897.8,100,99.82,yes double
SAMN02368233,USA:FL,oyster,PDT000149060.1,2007-05,23,PDS000007530.6,100,99.82,yes double
SAMN02368234,USA:LA,oyster,PDT000149061.1,2007-05,23,PDS000007530.6,100,99.82,yes double
SAMN02368235,USA:LA,oyster,PDT000149063.1,2007-05,1142,,100,99.82,yes double
SAMN02368238,USA:AL,oyster,PDT000149066.1,2007-04,32,,100,99.82,yes double
SAMN02368252,USA:VA,oyster,PDT000149080.1,2007-08,676,PDS000007539.8,100,99.82,yes double
SAMN02368253,USA:VA,oyster,PDT000149081.1,2007-08,676,PDS000007539.8,100,99.82,yes double
SAMN02368254,USA:VA,oyster,PDT000149082.1,2007-08,676,PDS000007539.8,100,99.82,yes double
SAMN02368256,USA:FL,oyster,PDT000149083.1,2007-08,320,PDS000007906.1,100,99.82,yes double
SAMN02368269,USA:FL,oyster,PDT000149097.1,2007-10,-,PDS000108433.1,100,99.82,yes double
SAMN02368271,USA:SC,oyster,PDT000149099.1,2007-11,775,PDS000007893.2,100,99.82,yes double
SAMN02368272,USA:SC,oyster,PDT000149100.1,2007-11,775,PDS000007893.2,100,99.82,yes double
SAMN02368273,USA:SC,oyster,PDT000149101.1,2007-11,775,PDS000007893.2,100,99.82,yes double
SAMN02368275,USA:FL,oyster,PDT000149105.1,2007-11,1149,PDS000007901.2,100,99.82,yes double
SAMN02368276,USA:FL,oyster,PDT000149106.1,2007-03,313,PDS000007896.1,100,99.82,yes double
SAMN02368277,USA:FL,oyster,PDT000149107.1,2007-03,313,PDS000007896.1,100,99.82,yes double
SAMN02368279,USA,stool,PDT000149126.1,19/9/2006,799,PDS000007523.4,100,99.82,yes double
SAMN02368287,USA,stool,PDT000149137.1,25/8/2006,-,PDS000007904.2,100,99.82,yes double
SAMN02368288,USA,stool,PDT000149139.1,13/10/2006,2754,PDS000007904.2,100,99.82,yes double
SAMN02368303,USA,stool,PDT000149153.1,28/4/2007,775,,100,99.82,yes double
SAMN02368304,USA,stool,PDT000149154.1,10/3/2007,750,PDS000009432.13,100,99.82,yes double
SAMN02368314,USA,stool,PDT000149116.1,23/7/2007,34,PDS000007533.2,100,99.82,yes double
SAMN02741390,USA,oyster,PDT000033729.2,2010,676,PDS000007539.8,100,99.82,yes double
SAMN02741394,USA,oyster,PDT000033702.2,2010,34,PDS000012308.2,100,99.82,yes double
SAMN03177811,,oysters,PDT000067165.1,2013,674,PDS000014718.7,100,99.82,yes double
SAMN03255432,USA: LA,environmental,PDT000077249.2,1998,34,PDS000007534.22,100,99.82,yes double
SAMN03358817,USA,oyster,PDT000149050.1,2007-03,313,PDS000007896.1,100,99.82,yes double
SAMN03358819,USA:AL,oyster,PDT000149067.1,2007-07,676,PDS000007539.8,100,99.82,yes double
SAMN03358825,USA:FL,oyster,PDT000149104.1,2007-11,1149,PDS000007901.2,100,99.82,yes double
SAMN03358826,USA:FL,oyster,PDT000149102.1,2007-11,1149,PDS000007901.2,100,99.82,yes double
SAMN03358834,USA,stool,PDT000149122.1,6/7/2007,199,,100,99.82,yes double
SAMN03941075,USA,Not Provided,PDT000142520.1,2004,20,,100,99.82,yes double
SAMN05195119,USA: Washington,marine,PDT001486002.1,2007,34,PDS000007534.22,100,99.82,yes double
SAMN05301462,,,PDT000209576.1,,676,PDS000007539.8,100,99.82,yes double
SAMN05386387,Mexico:Sinaloa,,PDT000155124.1,15/3/2005,2754,PDS000007904.2,100,99.82,yes double
SAMN06009033,USA,,PDT000163250.3,,750,PDS000009432.13,100,99.82,yes double
SAMN06076963,USA,Not Provided,PDT000167998.2,2001,199,PDS000110123.1,100,99.82,yes double
SAMN06076965,USA,Not Provided,PDT000167997.2,2001,199,PDS000110123.1,100,99.82,yes double
SAMN06076966,USA,Not Provided,PDT000168000.2,1995,32,PDS000007897.8,100,99.82,yes double
SAMN06076967,USA,Not Provided,PDT000168005.2,1998,30,PDS000110116.1,100,99.82,yes double
SAMN06076968,USA,Not Provided,PDT000168002.2,1998,30,PDS000110116.1,100,99.82,yes double
SAMN06076969,USA,Not Provided,PDT000168001.2,1998,34,PDS000007534.22,100,99.82,yes double
SAMN06076970,USA,Not Provided,PDT000168003.2,1998,34,PDS000017138.9,100,99.82,yes double
SAMN06076971,USA,Not Provided,PDT000168004.2,1998,30,PDS000110116.1,100,99.82,yes double
SAMN06076972,USA,Not Provided,PDT000168013.2,1998,30,PDS000110116.1,100,99.82,yes double
SAMN06076973,USA,Not Provided,PDT000168011.2,1999,53,,100,99.82,yes double
SAMN06076974,USA,Not Provided,PDT000168015.2,1999,29,,100,99.82,yes double
SAMN06076977,USA,Not Provided,PDT000168010.2,2000,47,,100,99.82,yes double
SAMN06076978,USA,Not Provided,PDT000168007.2,2000,23,PDS000007530.6,100,99.82,yes double
SAMN06076979,USA,Not Provided,PDT000168009.2,2000,23,PDS000007530.6,100,99.82,yes double
SAMN06076980,USA,Not Provided,PDT000168006.2,2000,24,PDS000110121.1,100,99.82,yes double
SAMN06076981,USA,Not Provided,PDT000168008.2,2000,24,PDS000110121.1,100,99.82,yes double
SAMN06076982,USA,Not Provided,PDT000168017.2,1999,26,,100,99.82,yes double
SAMN06076983,USA,Not Provided,PDT000168018.2,1999,26,,100,99.82,yes double
SAMN06076984,USA,Not Provided,PDT000168016.2,1999,35,PDS000110124.1,100,99.82,yes double
SAMN06076985,USA,Not Provided,PDT000168019.2,1999,35,PDS000110124.1,100,99.82,yes double
SAMN06160635,USA,,PDT000173557.2,,676,PDS000007539.8,100,99.82,yes double
SAMN06214594,USA,Not Provided,PDT000213706.2,2007,199,,100,99.82,yes double
SAMN06917270,,oyster,PDT000225896.1,2013,34,PDS000054629.1,100,99.82,yes double
SAMN06917271,,stool,PDT000225895.1,2013,324,PDS000014719.1,100,99.82,yes double
SAMN06917273,,stool,PDT000225894.1,2013,110,PDS000054680.2,100,99.82,yes double
SAMN06917277,,oyster,PDT000225897.1,2013,674,PDS000014718.7,100,99.82,yes double
SAMN07185544,USA,blue mussel,PDT000214791.2,2010,1157,,100,99.82,yes double
SAMN07185547,USA,Not Provided,PDT000214794.2,2005,262,,100,99.82,yes double
SAMN07341912,USA,,PDT000224758.2,,199,PDS000016126.23,100,99.82,yes double
SAMN07457117,USA,,PDT000232161.2,,34,PDS000007534.22,100,99.82,yes double
SAMN07666370,USA,,PDT000242621.2,,674,PDS000014718.7,100,99.82,yes double
SAMN07666371,USA,,PDT000242616.2,,199,PDS000016126.23,100,99.82,yes double
SAMN08001963,USA,,PDT000263061.2,,34,PDS000017138.9,100,99.82,yes double
SAMN08104782,USA,,PDT001147889.1,,199,PDS000016126.23,100,99.82,yes double
SAMN08370010,USA,stool,PDT000278710.2,2013,1128,,100,99.82,yes double
SAMN08469552,USA:WA,oyster,PDT000302903.2,2012-07,2479,PDS000110119.1,100,99.82,yes double
SAMN08469557,USA:WA,oyster,PDT000302904.2,2012-07,2479,PDS000110119.1,100,99.82,yes double
SAMN08965130,USA:WA,oyster,PDT000321773.1,2013-08,-,,100,99.82,yes double
SAMN08965175,USA:WA,oyster,PDT000314493.2,2013-07,136,PDS000115439.1,100,99.82,yes double
SAMN09280062,,not collected,PDT000321095.1,2017,199,PDS000112529.3,100,99.82,yes double
SAMN09760594,USA,,PDT000356917.1,,199,PDS000016126.23,100,99.82,yes double
SAMN09783471,USA,,PDT000360015.1,,199,PDS000016126.23,100,99.82,yes double
SAMN09869697,USA,,PDT000365713.1,,34,PDS000007534.22,100,99.82,yes double
SAMN09917444,USA,,PDT000367540.1,,199,PDS000016126.23,100,99.82,yes double
SAMN10142585,USA,,PDT000386697.1,,199,PDS000016126.23,100,99.82,yes double
SAMN10221815,USA,,PDT000389475.1,,418,,100,99.82,yes double
SAMN10221821,USA,,PDT000389474.1,,65,,100,99.82,yes double
SAMN10320211,USA,,PDT000397498.1,,775,PDS000180259.1,100,99.82,yes double
SAMN10419342,USA,,PDT000407018.1,,199,PDS000016126.23,100,99.82,yes double
SAMN10419343,USA,,PDT000407017.1,,199,PDS000016126.23,100,99.82,yes double
SAMN10477352,USA,,PDT000410750.1,,65,PDS000168536.1,100,99.82,yes double
SAMN10789952,USA,,PDT000448151.1,,775,,100,99.82,yes double
SAMN11119398,USA,,PDT000477230.1,,199,PDS000016126.23,100,99.82,yes double
SAMN11360081,USA,Great Bay Estuary,PDT000624389.1,2017,2082,,100,99.82,yes double
SAMN11388529,"USA: Barnstable, MA",oyster,PDT000624391.1,2016,2121,PDS000179942.1,100,99.82,yes double
SAMN11400008,USA,,PDT000488879.1,,2564,,100,99.82,yes double
SAMN12242087,USA,,PDT000540500.1,,34,PDS000007534.22,100,99.82,yes double
SAMN12275090,USA,,PDT000544291.1,,199,PDS000016126.23,100,99.82,yes double
SAMN12276338,USA,,PDT000544316.1,,102,,100,99.82,yes double
SAMN12288855,USA,,PDT000544920.1,,32,PDS000107572.4,100,99.82,yes double
SAMN12288857,USA,,PDT000544922.1,,750,PDS000009432.13,100,99.82,yes double
SAMN12337027,USA,,PDT000547130.1,,199,PDS000117115.3,100,99.82,yes double
SAMN12534784,USA,,PDT000558481.1,,34,PDS000007534.22,100,99.82,yes double
SAMN12583377,USA,,PDT000564896.1,,32,PDS000007897.8,100,99.82,yes double
SAMN12587483,USA,,PDT000566236.1,,-,,100,99.82,yes double
SAMN12620793,USA,,PDT000571117.1,,199,PDS000016126.23,100,99.82,yes double
SAMN12827004,USA,,PDT000592273.1,,199,PDS000016126.23,100,99.82,yes double
SAMN13560645,USA,,PDT000644479.1,,199,PDS000016126.23,100,99.82,yes double
SAMN13621687,USA:NJ,,PDT000647250.1,2019-10,30,,100,99.82,yes double
SAMN13634676,USA: Connecticut,oyster,PDT000648289.1,2013,674,PDS000014718.7,100,99.82,yes double
SAMN13634677,USA: Connecticut,oyster,PDT000648280.1,2013,674,PDS000014718.7,100,99.82,yes double
SAMN13634691,"USA:GBE, NH",estuary,PDT000648282.1,2013,34,PDS000054629.1,100,99.82,yes double
SAMN13649484,USA: GBE Maine,,PDT000649412.1,2013,674,PDS000014718.7,100,99.82,yes double
SAMN13649499,USA: Massachusettes,environmental,PDT000649433.1,2015,1556,PDS000054683.1,100,99.82,yes double
SAMN13649500,USA: Massachusettes,environmental,PDT000649432.1,2015,1556,PDS000054683.1,100,99.82,yes double
SAMN13649513,USA: Maine,,PDT000649418.1,2013,110,PDS000054680.2,100,99.82,yes double
SAMN13649514,USA: Maine,,PDT000649417.1,2013,110,PDS000054680.2,100,99.82,yes double
SAMN13869829,USA,,PDT000663840.1,,101,,100,99.82,yes double
SAMN15948301,USA,,PDT000826795.1,,32,,100,99.82,yes double
SAMN16790655,USA,,PDT000889075.1,,-,PDS000192408.1,100,99.82,yes double
SAMN16836863,USA,,PDT000893239.1,,334,,100,99.82,yes double
SAMN17723507,USA,,PDT000945721.1,2020,750,PDS000009432.13,100,99.82,yes double
SAMN18509353,USA:NJ,hard clam,PDT000991495.1,27/6/2016,32,PDS000007897.8,100,99.82,yes double
SAMN18528254,USA:NJ,oyster,PDT000993388.1,21/5/2018,1556,PDS000083821.5,100,99.82,yes double
SAMN19488933,USA,,PDT001057245.1,2021,775,PDS000007893.2,100,99.82,yes double
SAMN19918808,USA:NJ,Oyster,PDT001078862.1,2021-06,32,PDS000007897.8,100,99.82,yes double
SAMN20007432,USA,,PDT001080820.1,2021,34,PDS000007534.22,100,99.82,yes double
SAMN20167713,China: Shenzhen,patient,PDT001331636.1,2004,199,,100,99.82,yes double
SAMN20167728,China: Shenzhen,patient,PDT001331469.1,23/8/2004,199,,100,99.82,yes double
SAMN20167734,China: Shenzhen,patient,PDT001331403.1,9/9/2004,199,PDS000112530.7,100,99.82,yes double
SAMN20167748,China: Shenzhen,patient,PDT001332003.1,12/9/2004,199,PDS000112530.7,100,99.82,yes double
SAMN20167749,China: Shenzhen,patient,PDT001331992.1,12/9/2004,199,PDS000112530.7,100,99.82,yes double
SAMN20167830,China: Shenzhen,patient,PDT001331665.1,17/7/2006,262,PDS000112479.1,100,99.82,yes double
SAMN20167831,China: Shenzhen,patient,PDT001331664.1,17/7/2006,262,PDS000112479.1,100,99.82,yes double
SAMN20167832,China: Shenzhen,patient,PDT001331663.1,17/7/2006,262,PDS000112479.1,100,99.82,yes double
SAMN20167833,China: Shenzhen,Environment,PDT001331662.1,17/7/2006,262,PDS000112479.1,100,99.82,yes double
SAMN20167835,China: Shenzhen,patient,PDT001331660.1,17/7/2006,199,PDS000112530.7,100,99.82,yes double
SAMN20167846,China: Shenzhen,patient,PDT001331648.1,7/8/2006,199,PDS000112530.7,100,99.82,yes double
SAMN20167851,China: Shenzhen,patient,PDT001331642.1,7/8/2006,199,PDS000112530.7,100,99.82,yes double
SAMN20167892,China: Shenzhen,patient,PDT001331597.1,30/8/2006,199,PDS000112530.7,100,99.82,yes double
SAMN20168296,China: Shenzhen,patient,PDT001331905.1,25/4/2008,199,PDS000112530.7,100,99.82,yes double
SAMN20168383,China: Shenzhen,patient,PDT001331808.1,17/8/2008,199,PDS000112530.7,100,99.82,yes double
SAMN20168432,China: Shenzhen,patient,PDT001331753.1,14/9/2008,199,PDS000112530.7,100,99.82,yes double
SAMN20168433,China: Shenzhen,patient,PDT001331752.1,14/9/2008,199,PDS000112530.7,100,99.82,yes double
SAMN20168435,China: Shenzhen,patient,PDT001331750.1,14/9/2008,199,PDS000112530.7,100,99.82,yes double
SAMN20168440,China: Shenzhen,patient,PDT001331744.1,15/9/2008,199,PDS000112530.7,100,99.82,yes double
